name,problem,method,k,d4_time_s,d4_status,d4_result,model_count,kissat_time_s,kissat_status,kissat_result,d4_timeout,kissat_timeout,model_count_plus1,d4_speedup_vs_method_k0,kissat_speedup_vs_method_k0,models_ratio_vs_method_k0,tool_time_s,tool_runs,amortized_tool_time_s,total_d4_time_s,total_kissat_time_s,tool_share_total_d4,tool_share_total_kissat,d4_net_speedup_vs_method_k0,kissat_net_speedup_vs_method_k0
php_pig25_hol20_satsuma_k100,php_pig25_hol20,satsuma,100,36000.6,n,,,17756.5,s,unsat,True,False,,0.9999972222685178,2.0274265761833696,,0.022814273834228516,1,0.022814273834228516,36000.62281427383,17756.522814273834,6.337188651409363e-07,1.2848390460709421e-06,0.9999965885514129,2.027423971266541
php_pig25_hol20_satsuma_k200,php_pig25_hol20,satsuma,200,410.02,s,unsat,0.0,2.344,s,unsat,False,False,1.0,87.80181454563193,15358.361774744028,,0.013502836227416992,1,0.013502836227416992,410.0335028362274,2.357502836227417,3.293105596010333e-05,0.005727601265169566,87.79892313916372,15270.395202412072
php_pig25_hol20_satsuma_k300,php_pig25_hol20,satsuma,300,0.077,s,unsat,0.0,0.039,s,unsat,False,False,1.0,467538.961038961,923076.9230769231,,0.018984556198120117,1,0.018984556198120117,0.09598455619812012,0.05798455619812012,0.197787612404379,0.32740711394348143,375065.54622904095,620854.9717444787
php_pig25_hol20_satsuma_k400,php_pig25_hol20,satsuma,400,0.035,s,unsat,0.0,0.028,s,unsat,False,False,1.0,1028585.7142857142,1285714.2857142857,,0.028102636337280273,1,0.028102636337280273,0.06310263633728028,0.05610263633728027,0.4453480546687964,0.5009147193784552,570507.067368457,641681.0750848433
php_pig25_hol20_satsuma_k500,php_pig25_hol20,satsuma,500,0.04,s,unsat,0.0,0.032,s,unsat,False,False,1.0,900012.5,1125000.0,,0.023466825485229492,1,0.023466825485229492,0.0634668254852295,0.05546682548522949,0.36974947629436544,0.42307857498494444,567233.3494666173,649036.6031419375
php_pig31_hol30_gen2_k0,php_pig31_hol30,gen2,0,36000.5,n,,,36000.6,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.5,36000.6,0.0,0.0,1.0,1.0
php_pig31_hol30_gen2_k186,php_pig31_hol30,gen2,186,36000.1,n,,,36000.1,n,,True,True,,1.000011111080247,1.0000138888503087,,0.1114192008972168,1,0.1114192008972168,36000.211419200896,36000.211419200896,3.0949596267590473e-06,3.0949596267590473e-06,1.000008016086232,1.0000107938476965
php_pig31_hol30_gen2_k372,php_pig31_hol30,gen2,372,36002.2,n,,,36003.9,n,,True,True,,0.999952780663404,0.9999083432628131,,0.4305276870727539,1,0.4305276870727539,36002.63052768707,36004.330527687074,1.1958228628368297e-05,1.1957664002158884e-05,0.9999408229994352,0.9998963866948114
php_pig31_hol30_gen2_k558,php_pig31_hol30,gen2,558,36000.1,n,,,36000.1,n,,True,True,,1.000011111080247,1.0000138888503087,,0.9666547775268555,1,0.9666547775268555,36001.066654777525,36001.066654777525,2.6850726029768215e-05,2.6850726029768215e-05,0.9999842600558767,0.9999870377513532
php_pig31_hol30_gen2_k744,php_pig31_hol30,gen2,744,36000.2,n,,,36000.4,n,,True,True,,1.0000083332870373,1.0000055554938279,,1.6695425510406494,1,1.6695425510406494,36001.86954255104,36002.06954255104,4.637377370270722e-05,4.637351608544081e-05,0.9999619591268887,0.9999591817201146
php_pig31_hol30_gen2_k930,php_pig31_hol30,gen2,930,36003.9,n,,,36001.5,n,,True,True,,0.9999055657859287,0.9999750010416232,,2.617936372756958,1,2.617936372756958,36006.51793637276,36004.11793637276,7.270729086836784e-05,7.271213746670397e-05,0.9998328653611163,0.9999022907218842
php_pig31_hol30_neighbors_k0,php_pig31_hol30,neighbors,0,36001.6,n,,,36000.0,n,,True,True,,1.0,1.0,,0.0,1,0.0,36001.6,36000.0,0.0,0.0,1.0,1.0
php_pig31_hol30_neighbors_k186,php_pig31_hol30,neighbors,186,36000.1,n,,,36000.1,n,,True,True,,1.0000416665509262,0.9999972222299383,,0.6040654182434082,1,0.6040654182434082,36000.70406541824,36000.70406541824,1.6779266792830998e-05,1.6779266792830998e-05,1.0000248865849992,0.9999804430097544
php_pig31_hol30_neighbors_k372,php_pig31_hol30,neighbors,372,36001.4,n,,,36003.2,n,,True,True,,1.0000055553395144,0.9999111190116435,,1.5875980854034424,1,1.5875980854034424,36002.987598085405,36004.7875980854,4.409628731721889e-05,4.409408279602974e-05,0.9999614588072274,0.9998670288479731
php_pig31_hol30_neighbors_k558,php_pig31_hol30,neighbors,558,15807.1,s,unsat,0.0,4.463,s,unsat,False,False,1.0,2.277558818505608,8066.3231010531035,,2.9533607959747314,1,2.9533607959747314,15810.053360795975,7.4163607959747315,0.00018680270892052454,0.39822237310483644,2.2771333643485856,4854.132773521373
php_pig31_hol30_neighbors_k744,php_pig31_hol30,neighbors,744,0.154,s,unsat,0.0,0.198,s,unsat,False,False,1.0,233776.62337662338,181818.18181818182,,4.836840391159058,1,4.836840391159058,4.9908403911590575,5.034840391159058,0.9691434732569688,0.9606740264601676,7213.534631116323,7150.177007242236
php_pig31_hol30_neighbors_k930,php_pig31_hol30,neighbors,930,0.276,s,unsat,0.0,0.728,s,unsat,False,False,1.0,130440.57971014491,49450.54945054945,,9.387099027633667,1,9.387099027633667,9.663099027633667,10.115099027633667,0.971437734497937,0.9280283862756894,3725.6784699241766,3559.0358435098647
php_pig31_hol30_nongen_k0,php_pig31_hol30,nongen,0,36000.2,n,,,36000.6,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.2,36000.6,0.0,0.0,1.0,1.0
php_pig31_hol30_nongen_k186,php_pig31_hol30,nongen,186,36000.8,n,,,36000.4,n,,True,True,,0.9999833337036953,1.0000055554938279,,0.5873017311096191,1,0.5873017311096191,36001.38730173111,36000.98730173111,1.6313308323020623e-05,1.631348957703109e-05,0.9999670206672547,0.9999892419136213
php_pig31_hol30_nongen_k372,php_pig31_hol30,nongen,372,36001.3,n,,,36002.4,n,,True,True,,0.9999694455477995,0.999950003333111,,1.4445245265960693,1,1.4445245265960693,36002.7445245266,36003.8445245266,4.012262247429492e-05,4.012139663618501e-05,0.9999293241512499,0.999909883942411
php_pig31_hol30_nongen_k558,php_pig31_hol30,nongen,558,36000.1,n,,,36001.9,n,,True,True,,1.0000027777700617,0.9999638907946524,,2.8769383430480957,1,2.8769383430480957,36002.97693834305,36004.77693834305,7.990834613412666e-05,7.990435124691244e-05,0.9999228692019606,0.9998839893286882
php_pig31_hol30_nongen_k744,php_pig31_hol30,nongen,744,36000.1,n,,,36002.0,n,,True,True,,1.0000027777700617,0.9999611132714848,,6.5794007778167725,1,6.5794007778167725,36006.679400777815,36008.57940077782,0.00018272722970601516,0.00018271758806665534,0.9998200500327815,0.9997784027887074
php_pig31_hol30_nongen_k930,php_pig31_hol30,nongen,930,36000.6,n,,,36000.9,n,,True,True,,0.9999888890740709,0.9999916668749947,,9.526755094528198,1,9.526755094528198,36010.12675509453,36010.42675509453,0.000264557666217612,0.0002645554622087452,0.999724334347334,0.9997271136173597
php_pig31_hol30_randtrans_k0,php_pig31_hol30,randtrans,0,36000.2,n,,,36000.1,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.2,36000.1,0.0,0.0,1.0,1.0
php_pig31_hol30_randtrans_k186,php_pig31_hol30,randtrans,186,36000.2,n,,,36000.2,n,,True,True,,1.0,0.9999972222376543,,0.6190834045410156,1,0.6190834045410156,36000.81908340454,36000.81908340454,1.7196369979992965e-05,1.7196369979992965e-05,0.99998280363002,0.9999800259154417
php_pig31_hol30_randtrans_k372,php_pig31_hol30,randtrans,372,36000.2,n,,,36000.4,n,,True,True,,1.0,0.9999916667592581,,1.4141960144042969,1,1.4141960144042969,36001.6141960144,36001.814196014406,3.9281461289612315e-05,3.928124307026883e-05,0.9999607185387104,0.999952385843528
php_pig31_hol30_randtrans_k558,php_pig31_hol30,randtrans,558,36000.4,n,,,36001.6,n,,True,True,,0.999994444506172,0.9999583351851029,,3.0407752990722656,1,3.0407752990722656,36003.440775299074,36004.64077529907,8.445790828854486e-05,8.44550933878053e-05,0.9999099870670889,0.9998738836105209
php_pig31_hol30_randtrans_k744,php_pig31_hol30,randtrans,744,36000.3,n,,,36003.8,n,,True,True,,0.99999722224537,0.9998972330698425,,5.1687235832214355,1,5.1687235832214355,36005.468723583224,36008.968723583224,0.00014355384796965504,0.0001435398948217115,0.9998536687961578,0.9997537079261751
php_pig31_hol30_randtrans_k930,php_pig31_hol30,randtrans,930,36000.4,n,,,36000.1,n,,True,True,,0.999994444506172,1.0,,10.906750917434692,1,10.906750917434692,36011.306750917436,36011.00675091743,0.00030287017888227087,0.00030287270202899357,0.9996915760098831,0.999697127297971
php_pig31_hol30_satsuma_k0,php_pig31_hol30,satsuma,0,36000.8,n,,,36002.0,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.8,36002.0,0.0,0.0,1.0,1.0
php_pig31_hol30_satsuma_k186,php_pig31_hol30,satsuma,186,36001.4,n,,,36002.0,n,,True,True,,0.9999833339814563,1.0,,0.045609474182128906,1,0.045609474182128906,36001.44560947418,36002.04560947418,1.2668789658303683e-06,1.2668578523806565e-06,0.9999820671236043,0.9999987331421476
php_pig31_hol30_satsuma_k372,php_pig31_hol30,satsuma,372,36000.2,n,,,36000.1,n,,True,True,,1.0000166665740748,1.0000527776311734,,0.034491777420043945,1,0.034491777420043945,36000.23449177742,36000.13449177742,9.58098687604993e-07,9.581013489802937e-07,1.000015708459419,1.000051819479258
php_pig31_hol30_satsuma_k558,php_pig31_hol30,satsuma,558,36002.3,n,,,17957.4,s,unsat,True,False,,0.9999583359952003,2.004855936828271,,0.050750017166137695,1,0.050750017166137695,36002.35075001717,17957.450750017168,1.409630652134944e-06,2.8261259280407147e-06,0.999956926423279,2.004850270852926
php_pig31_hol30_satsuma_k744,php_pig31_hol30,satsuma,744,2.503,s,unsat,0.0,0.554,s,unsat,False,False,1.0,14383.060327606872,64985.559566787,,0.0575253963470459,1,0.0575253963470459,2.560525396347046,0.611525396347046,0.022466247133933553,0.0940686955777708,14059.92693974458,58872.45274694782
php_pig31_hol30_satsuma_k930,php_pig31_hol30,satsuma,930,0.045,s,unsat,0.0,0.057,s,unsat,False,False,1.0,800017.7777777779,631614.0350877193,,0.06365013122558594,1,0.06365013122558594,0.10865013122558594,0.12065013122558593,0.585826547171229,0.5275595689703472,331346.1253466227,298400.0069812204
php_pig35_hol15_gen2_k0,php_pig35_hol15,gen2,0,36001.9,n,,,369.153,s,unsat,True,False,,1.0,1.0,,0.0037665367126464844,1,0.0037665367126464844,36001.903766536714,369.15676653671267,1.0462048721288539e-07,1.020308187218858e-05,1.0,1.0
php_pig35_hol15_gen2_k105,php_pig35_hol15,gen2,105,36003.3,n,,,46.777,s,unsat,True,False,,0.9999611146755991,7.8917630459413814,,0.03770780563354492,1,0.03770780563354492,36003.33770780564,46.814707805633546,1.04734194200472e-06,0.000805469208311651,0.9999601719907038,7.885486930077334
php_pig35_hol15_gen2_k210,php_pig35_hol15,gen2,210,36001.8,n,,,47.51,s,unsat,True,False,,1.0000027776388958,7.770006314460114,,0.12738585472106934,1,0.12738585472106934,36001.927385854724,47.63738585472107,3.538306528864331e-06,0.0026740731556839795,0.9999993439429574,7.749307815977221
php_pig35_hol15_gen2_k315,php_pig35_hol15,gen2,315,36053.6,n,,,75.291,s,unsat,True,False,,0.9985660239199415,4.903016296768539,,0.2854149341583252,1,0.2854149341583252,36053.88541493416,75.57641493415832,7.916343297638076e-06,0.003776507980789732,0.9985582233981386,4.88454985405592
php_pig35_hol15_gen2_k420,php_pig35_hol15,gen2,420,36000.5,n,,,140.302,s,unsat,True,False,,1.000038888348773,2.6311314165158017,,0.5315477848052979,1,0.5315477848052979,36001.031547784805,140.8335477848053,1.4764793172655764e-05,0.003774298050188346,1.0000242276044438,2.6212274869393117
php_pig35_hol15_gen2_k525,php_pig35_hol15,gen2,525,36000.1,n,,,3547.7,s,unsat,True,False,,1.0000499998611116,0.10405417594497844,,0.8108260631561279,1,0.8108260631561279,36000.910826063155,3548.510826063156,2.2522376366353592e-05,0.0002284975593707536,1.0000275809820023,0.10403146126124922
php_pig35_hol15_neighbors_k0,php_pig35_hol15,neighbors,0,36004.1,n,,,341.336,s,unsat,True,False,,1.0,1.0,,0.0,1,0.0,36004.1,341.336,0.0,0.0,1.0,1.0
php_pig35_hol15_neighbors_k105,php_pig35_hol15,neighbors,105,3.046,s,unsat,0.0,0.089,s,unsat,False,False,1.0,11820.124753775444,3835.23595505618,,0.17960739135742188,1,0.17960739135742188,3.2256073913574217,0.26860739135742184,0.05568172736665211,0.6686613888388041,11161.959789795903,1270.761754823798
php_pig35_hol15_neighbors_k210,php_pig35_hol15,neighbors,210,0.051,s,unsat,0.0,0.07,s,unsat,False,False,1.0,705962.7450980393,4876.228571428571,,0.48311948776245117,1,0.48311948776245117,0.5341194877624512,0.5531194877624512,0.9045157475649303,0.8734450664843271,67408.32496269592,617.110782664367
php_pig35_hol15_neighbors_k315,php_pig35_hol15,neighbors,315,0.073,s,unsat,0.0,0.076,s,unsat,False,False,1.0,493206.8493150685,4491.263157894738,,1.0240538120269775,1,1.0240538120269775,1.0970538120269775,1.1000538120269776,0.933458141068649,0.9309124706727199,32818.90059109938,310.2902751375849
php_pig35_hol15_neighbors_k420,php_pig35_hol15,neighbors,420,0.101,s,unsat,0.0,0.142,s,unsat,False,False,1.0,356476.23762376234,2403.774647887324,,1.6214160919189453,1,1.6214160919189453,1.7224160919189453,1.7634160919189452,0.9413614396231773,0.9194744787400256,20903.25338280357,193.56520651263818
php_pig35_hol15_neighbors_k525,php_pig35_hol15,neighbors,525,0.1,s,unsat,0.0,0.149,s,unsat,False,False,1.0,360040.99999999994,2290.8456375838928,,2.629148244857788,1,2.629148244857788,2.729148244857788,2.778148244857788,0.9633585312969282,0.946367152913531,13192.431033322677,122.86457377924151
php_pig35_hol15_nongen_k0,php_pig35_hol15,nongen,0,36000.1,n,,,423.924,s,unsat,True,False,,1.0,1.0,,0.015768766403198242,1,0.015768766403198242,36000.1157687664,423.9397687664032,4.3801988039380636e-07,3.7195770637613983e-05,1.0,1.0
php_pig35_hol15_nongen_k105,php_pig35_hol15,nongen,105,36001.2,n,,,26.082,s,unsat,True,False,,0.9999694454629291,16.253508166551644,,0.19267845153808594,1,0.19267845153808594,36001.392678451535,26.274678451538087,5.351972165604936e-06,0.007333237279895495,0.9999645316586351,16.13491748522564
php_pig35_hol15_nongen_k210,php_pig35_hol15,nongen,210,17.799,s,unsat,0.0,10.387,s,unsat,False,False,1.0,2022.5911568065621,40.81293925098681,,0.5355312824249268,1,0.5355312824249268,18.334531282424926,10.922531282424927,0.029208888636181016,0.04902996096579113,1963.5143770092072,38.81332612418792
php_pig35_hol15_nongen_k315,php_pig35_hol15,nongen,315,156.854,s,unsat,0.0,19.665,s,unsat,False,False,1.0,229.5134328738827,21.55728451563692,,1.0019903182983398,1,1.0019903182983398,157.85599031829835,20.66699031829834,0.006347496324199938,0.048482643232826604,228.0566970957284,20.51289337427382
php_pig35_hol15_nongen_k420,php_pig35_hol15,nongen,420,8.429,s,unsat,0.0,7.839,s,unsat,False,False,1.0,4270.981136552378,54.07883658629927,,1.6468894481658936,1,1.6468894481658936,10.075889448165894,9.485889448165894,0.16344854284458982,0.17361465755689587,3572.897058266104,44.691620230549105
php_pig35_hol15_nongen_k525,php_pig35_hol15,nongen,525,2.416,s,unsat,0.0,1.618,s,unsat,False,False,1.0,14900.703642384105,262.00494437577254,,2.3438587188720703,1,2.3438587188720703,4.759858718872071,3.9618587188720706,0.49242190941068253,0.5916058307953393,7563.274016102991,107.00527172940119
php_pig35_hol15_randtrans_k0,php_pig35_hol15,randtrans,0,36006.5,n,,,375.697,s,unsat,True,False,,1.0,1.0,,0.0,1,0.0,36006.5,375.697,0.0,0.0,1.0,1.0
php_pig35_hol15_randtrans_k105,php_pig35_hol15,randtrans,105,14468.6,s,unsat,0.0,11.035,s,unsat,False,False,1.0,2.48859599408374,34.045944721341186,,0.22223353385925293,1,0.22223353385925293,14468.82223353386,11.257233533859253,1.535947641572307e-05,0.01974139855860891,2.4885577705522604,33.37383015729282
php_pig35_hol15_randtrans_k210,php_pig35_hol15,randtrans,210,103.134,s,unsat,0.0,17.817,s,unsat,False,False,1.0,349.1234704365195,21.086434304316104,,0.5264143943786621,1,0.5264143943786621,103.66041439437866,18.343414394378662,0.005078258633772244,0.02869773222481316,347.3505311585227,20.481301459074725
php_pig35_hol15_randtrans_k315,php_pig35_hol15,randtrans,315,26.914,s,unsat,0.0,9.973,s,unsat,False,False,1.0,1337.8353273389314,37.671412814599414,,1.159377098083496,1,1.159377098083496,28.073377098083498,11.132377098083497,0.041298098694461806,0.1041446124101464,1282.5852719535505,33.748138128080335
php_pig35_hol15_randtrans_k420,php_pig35_hol15,randtrans,420,2.743,s,unsat,0.0,4.706,s,unsat,False,False,1.0,13126.686110098433,79.8336166595835,,1.730966567993164,1,1.730966567993164,4.473966567993164,6.4369665679931645,0.3868975196141449,0.26891029333601507,8048.003813347899,58.365535385579925
php_pig35_hol15_randtrans_k525,php_pig35_hol15,randtrans,525,1.706,s,unsat,0.0,0.657,s,unsat,False,False,1.0,21105.803048065653,571.8371385083714,,2.6564390659332275,1,2.6564390659332275,4.362439065933227,3.3134390659332276,0.6089343657949646,0.8017165890404094,8253.754254398364,113.38581833681171
php_pig35_hol15_satsuma_k0,php_pig35_hol15,satsuma,0,36002.6,n,,,289.818,s,unsat,True,False,,1.0,1.0,,0.0,1,0.0,36002.6,289.818,0.0,0.0,1.0,1.0
php_pig35_hol15_satsuma_k105,php_pig35_hol15,satsuma,105,1.801,s,unsat,0.0,0.081,s,unsat,False,False,1.0,19990.338700721823,3577.9999999999995,,0.0158994197845459,1,0.0158994197845459,1.8168994197845458,0.0968994197845459,0.008750853025442271,0.1640816820152068,19815.406184822994,2990.91574174959
php_pig35_hol15_satsuma_k210,php_pig35_hol15,satsuma,210,0.03,s,unsat,0.0,0.017,s,unsat,False,False,1.0,1200086.6666666667,17048.11764705882,,0.015911340713500977,1,0.015911340713500977,0.045911340713500975,0.03291134071350098,0.34656667538401875,0.4834607271703697,784176.6204273109,8806.022292525751
php_pig35_hol15_satsuma_k315,php_pig35_hol15,satsuma,315,0.035,s,unsat,0.0,0.028,s,unsat,False,False,1.0,1028645.7142857142,10350.642857142857,,0.031716108322143555,1,0.031716108322143555,0.06671610832214356,0.05971610832214355,0.4753890644969882,0.5311147898494716,539638.7904725923,4853.263351264494
php_pig35_hol15_satsuma_k420,php_pig35_hol15,satsuma,420,0.022,s,unsat,0.0,0.017,s,unsat,False,False,1.0,1636481.8181818181,17048.11764705882,,0.023751497268676758,1,0.023751497268676758,0.04575149726867676,0.04075149726867676,0.5191414202074202,0.582837413606717,786916.3229472879,7111.836850784027
php_pig35_hol15_satsuma_k525,php_pig35_hol15,satsuma,525,0.054,s,unsat,0.0,0.028,s,unsat,False,False,1.0,666714.8148148148,10350.642857142857,,0.027741432189941406,1,0.027741432189941406,0.0817414321899414,0.0557414321899414,0.3393803050266973,0.49768064974382514,440444.937597145,5199.328194733718
php_pig40_hol10_gen2_k0,php_pig40_hol10,gen2,0,313.555,s,unsat,0.0,0.142,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,313.555,0.142,0.0,0.0,1.0,1.0
php_pig40_hol10_gen2_k80,php_pig40_hol10,gen2,80,4.008,s,unsat,0.0,0.198,s,unsat,False,False,1.0,78.23228542914171,0.7171717171717171,,0.01535487174987793,1,0.01535487174987793,4.023354871749878,0.21335487174987794,0.0038164348508486485,0.07196869527253584,77.93371700856841,0.6655578044005045
php_pig40_hol10_gen2_k160,php_pig40_hol10,gen2,160,5.785,s,unsat,0.0,0.27,s,unsat,False,False,1.0,54.201382886776145,0.5259259259259258,,0.07981085777282715,1,0.07981085777282715,5.864810857772827,0.34981085777282717,0.013608428252558424,0.22815431825348775,53.463787256572004,0.4059336548444619
php_pig40_hol10_gen2_k240,php_pig40_hol10,gen2,240,5.214,s,unsat,0.0,0.254,s,unsat,False,False,1.0,60.13713080168776,0.5590551181102361,,0.17434477806091309,1,0.17434477806091309,5.3883447780609135,0.4283447780609131,0.03235590617192354,0.40701973501383565,58.19133944001966,0.33150865207887925
php_pig40_hol10_gen2_k320,php_pig40_hol10,gen2,320,4.222,s,unsat,0.0,0.153,s,unsat,False,False,1.0,74.26693510184747,0.9281045751633986,,0.2994875907897949,1,0.2994875907897949,4.521487590789795,0.45248759078979495,0.06623651724707745,0.6618691802510075,69.34775197408636,0.3138207608127903
php_pig40_hol10_gen2_k400,php_pig40_hol10,gen2,400,7.557,s,unsat,0.0,0.244,s,unsat,False,False,1.0,41.4919941775837,0.5819672131147541,,0.4632303714752197,1,0.4632303714752197,8.02023037147522,0.7072303714752197,0.05775773887028813,0.6549921923021523,39.0955104126673,0.20078323234874743
php_pig40_hol10_neighbors_k0,php_pig40_hol10,neighbors,0,315.544,s,unsat,0.0,0.198,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,315.544,0.198,0.0,0.0,1.0,1.0
php_pig40_hol10_neighbors_k80,php_pig40_hol10,neighbors,80,0.04,s,unsat,0.0,0.034,s,unsat,False,False,1.0,7888.599999999999,5.823529411764706,,0.12764382362365723,1,0.12764382362365723,0.16764382362365723,0.16164382362365723,0.7613989043235151,0.7896610013435492,1882.2286033535188,1.2249153451169779
php_pig40_hol10_neighbors_k160,php_pig40_hol10,neighbors,160,0.042,s,unsat,0.0,0.054,s,unsat,False,False,1.0,7512.95238095238,3.666666666666667,,0.3296382427215576,1,0.3296382427215576,0.3716382427215576,0.3836382427215576,0.8869868727921318,0.859242395604463,849.062243135228,0.516111216116969
php_pig40_hol10_neighbors_k240,php_pig40_hol10,neighbors,240,0.05,s,unsat,0.0,0.058,s,unsat,False,False,1.0,6310.879999999999,3.413793103448276,,0.6830260753631592,1,0.6830260753631592,0.7330260753631592,0.7410260753631592,0.931789602470514,0.9217301496825525,430.4676335608821,0.26719707522163094
php_pig40_hol10_neighbors_k320,php_pig40_hol10,neighbors,320,0.056,s,unsat,0.0,0.073,s,unsat,False,False,1.0,5634.714285714285,2.712328767123288,,1.0948173999786377,1,1.0948173999786377,1.1508173999786377,1.1678173999786376,0.9513389352637182,0.9374902274950387,274.1911966275947,0.1695470541915388
php_pig40_hol10_neighbors_k400,php_pig40_hol10,neighbors,400,0.083,s,unsat,0.0,0.085,s,unsat,False,False,1.0,3801.7349397590356,2.3294117647058825,,1.6566493511199951,1,1.6566493511199951,1.739649351119995,1.741649351119995,0.9522892357896353,0.9511956870392199,181.38367930114833,0.11368534077922918
php_pig40_hol10_nongen_k0,php_pig40_hol10,nongen,0,273.779,s,unsat,0.0,0.12,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,273.779,0.12,0.0,0.0,1.0,1.0
php_pig40_hol10_nongen_k80,php_pig40_hol10,nongen,80,0.063,s,unsat,0.0,0.078,s,unsat,False,False,1.0,4345.6984126984125,1.5384615384615383,,0.1431891918182373,1,0.1431891918182373,0.2061891918182373,0.22118919181823732,0.6944553715718688,0.6473607080037768,1327.8048067686564,0.5425219876864971
php_pig40_hol10_nongen_k160,php_pig40_hol10,nongen,160,0.05,s,unsat,0.0,0.055,s,unsat,False,False,1.0,5475.58,2.1818181818181817,,0.33542299270629883,1,0.33542299270629883,0.3854229927062988,0.3904229927062988,0.8702723995553084,0.8591271492010346,710.3338544429441,0.30735894719774276
php_pig40_hol10_nongen_k240,php_pig40_hol10,nongen,240,0.153,s,unsat,0.0,0.128,s,unsat,False,False,1.0,1789.4052287581699,0.9375,,0.6673851013183594,1,0.6673851013183594,0.8203851013183594,0.7953851013183594,0.8135022201718084,0.839071665048995,333.7201023763559,0.1508703140165672
php_pig40_hol10_nongen_k320,php_pig40_hol10,nongen,320,0.063,s,unsat,0.0,0.142,s,unsat,False,False,1.0,4345.6984126984125,0.8450704225352114,,1.1431562900543213,1,1.1431562900543213,1.2061562900543212,1.2851562900543212,0.9477679629750447,0.8895076022278988,226.98468039135287,0.09337385727219824
php_pig40_hol10_nongen_k400,php_pig40_hol10,nongen,400,0.107,s,unsat,0.0,0.093,s,unsat,False,False,1.0,2558.6822429906542,1.2903225806451613,,1.6705095767974854,1,1.6705095767974854,1.7775095767974853,1.7635095767974853,0.9398034185600392,0.9472642500933355,154.02392401916836,0.06804612891182521
php_pig40_hol10_randtrans_k0,php_pig40_hol10,randtrans,0,361.114,s,unsat,0.0,0.12,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,361.114,0.12,0.0,0.0,1.0,1.0
php_pig40_hol10_randtrans_k80,php_pig40_hol10,randtrans,80,0.068,s,unsat,0.0,0.096,s,unsat,False,False,1.0,5310.499999999999,1.25,,0.12800908088684082,1,0.12800908088684082,0.19600908088684083,0.22400908088684082,0.6530772977847007,0.5714459448699991,1842.333010114347,0.535692568912501
php_pig40_hol10_randtrans_k160,php_pig40_hol10,randtrans,160,0.078,s,unsat,0.0,0.102,s,unsat,False,False,1.0,4629.666666666666,1.1764705882352942,,0.35249876976013184,1,0.35249876976013184,0.43049876976013185,0.4544987697601318,0.8188148132375371,0.775576950287826,838.827019647949,0.26402711730844003
php_pig40_hol10_randtrans_k240,php_pig40_hol10,randtrans,240,0.133,s,unsat,0.0,0.08,s,unsat,False,False,1.0,2715.142857142857,1.5,,0.6624798774719238,1,0.6624798774719238,0.7954798774719238,0.7424798774719238,0.8328053244757355,0.8922529721985293,453.95742900202447,0.1616205417022062
php_pig40_hol10_randtrans_k320,php_pig40_hol10,randtrans,320,0.098,s,unsat,0.0,0.144,s,unsat,False,False,1.0,3684.836734693877,0.8333333333333334,,1.095512866973877,1,1.095512866973877,1.193512866973877,1.2395128669738769,0.9178894482734177,0.8838253286135231,302.56397730809203,0.09681222615539742
php_pig40_hol10_randtrans_k400,php_pig40_hol10,randtrans,400,0.075,s,unsat,0.0,0.16,s,unsat,False,False,1.0,4814.8533333333335,0.75,,1.6890320777893066,1,1.6890320777893066,1.7640320777893066,1.8490320777893066,0.9574837663417151,0.9134682399932752,204.709429350372,0.0648988200050436
php_pig40_hol10_satsuma_k0,php_pig40_hol10,satsuma,0,361.405,s,unsat,0.0,0.195,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,361.405,0.195,0.0,0.0,1.0,1.0
php_pig40_hol10_satsuma_k80,php_pig40_hol10,satsuma,80,0.063,s,unsat,0.0,0.028,s,unsat,False,False,1.0,5736.587301587301,6.964285714285714,,0.03199958801269531,1,0.03199958801269531,0.09499958801269531,0.05999958801269531,0.33683922932822646,0.5333301289656276,3804.279655946544,3.250022316132237
php_pig40_hol10_satsuma_k160,php_pig40_hol10,satsuma,160,0.03,s,unsat,0.0,0.014,s,unsat,False,False,1.0,12046.833333333332,13.928571428571429,,0.01616668701171875,1,0.01616668701171875,0.04616668701171875,0.03016668701171875,0.35018079178207157,0.5359119152009809,7828.263698200014,6.464084038272053
php_pig40_hol10_satsuma_k240,php_pig40_hol10,satsuma,240,0.033,s,unsat,0.0,0.019,s,unsat,False,False,1.0,10951.666666666666,10.263157894736842,,0.015930652618408203,1,0.015930652618408203,0.048930652618408205,0.034930652618408206,0.3255761320545913,0.456065129742605,7386.0653937821335,5.582489457904843
php_pig40_hol10_satsuma_k320,php_pig40_hol10,satsuma,320,0.038,s,unsat,0.0,0.018,s,unsat,False,False,1.0,9510.657894736842,10.833333333333334,,0.03174400329589844,1,0.03174400329589844,0.06974400329589844,0.04974400329589844,0.45515028956998893,0.6381473382243008,5181.879199946266,3.920070502570074
